اطلاعات ورود به سیستم,,,,عملیات,,,سند,,,,
شناسه,شعبه,سال مالی,کاربر,تاریخ,زمان,نوع,سیستم,نوع,شماره,تاریخ,توضیحات
,شركت قدرت ايمان كوير(سهامي خاص),1404,پوريامومني3,1405/04/07,11:28:40,موجوديت جديد,خزانه داري,سند خزانه داري,2608,1404/07/09,سند صورت هزينه تنخواه با شماره 2608 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,ارغواني1,1405/04/07,11:28:37, ويرايش موجوديت,انبار,سند انبار,4079,1405/03/25,سند حواله مصرف ماشين آلات با شماره 4079 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1404,نباتي1,1405/04/07,11:28:36, ويرايش موجوديت,حسابداري,سند حسابداري,24706,1404/10/30,سند عمومي با شماره 24706 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1404,نباتي1,1405/04/07,11:28:30, ويرايش موجوديت,حسابداري,سند حسابداري,24706,1404/10/30,سند عمومي با شماره ثابت 24706 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,كاظميان3,1405/04/07,11:28:28,موجوديت جديد,خزانه داري,سند خزانه داري,2607,1404/07/02,سند صورت هزينه تنخواه با شماره 2607 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,ارغواني1,1405/04/07,11:28:12,موجوديت جديد,انبار,سند انبار,4079,1405/04/07,سند حواله مصرف ماشين آلات با شماره 4079 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,كريمزاده1,1405/04/07,11:28:11,موجوديت جديد,انبار,سند انبار,4078,1405/03/07,سند حواله مصرف ماشين آلات با شماره 4078 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,احمدي1,1405/04/07,11:28:05,موجوديت جديد,انبار,سند انبار,6130,1405/04/07,سند درخواست كالا از انبار با شماره 6130 ثبت شد
,صولت پارس آمود,1404,الاجگردي7,1405/04/07,11:27:18, ويرايش موجوديت,حسابداري,سند حسابداري,2618,1404/08/21,سند عمومي با شماره 2618 تاييد شد
,ماهان ستاره كوير,1405,آقاحاجي8,1405/04/07,11:27:16,موجوديت جديد,حسابداري,سند حسابداري,133,1405/03/26,سند عمومي با شماره ثابت 133 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:26:16,موجوديت جديد,خزانه داري,سند حسابداري,8250,1404/07/01,سند عمومي با شماره 8250 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:26:03,موجوديت جديد,خزانه داري,سند خزانه داري,2606,1404/07/01,سند صورت هزينه تنخواه با شماره 2606 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,پوريامومني3,1405/04/07,11:26:02,موجوديت جديد,خزانه داري,سند حسابداري,8249,1404/07/09,سند عمومي با شماره 8249 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,محمد رضايي,1405/04/07,11:26:00, ويرايش موجوديت,انبار,سند انبار,18,1405/04/07,سند حواله اموال با شماره 18 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,احمدي1,1405/04/07,11:25:40,موجوديت جديد,انبار,سند انبار,6129,1405/04/07,سند درخواست كالا از انبار با شماره 6129 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,جعفري1,1405/04/07,11:25:30, ويرايش موجوديت,حسابداري,سند حسابداري,30767,1404/12/28,سند عمومي با شماره ثابت 30767 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,پوريامومني3,1405/04/07,11:25:26,موجوديت جديد,خزانه داري,سند خزانه داري,2605,1404/07/09,سند صورت هزينه تنخواه با شماره 2605 ذخيره شد
,شركت بنا بام بيستون (سهامي خاص),1405,فاطمي4,1405/04/07,11:25:16,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,جعفري1,1405/04/07,11:25:01, ويرايش موجوديت,خزانه داري,سند حسابداري,30764,1404/12/29,سند عمومي با شماره 30764 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,ارغواني1,1405/04/07,11:24:52,موجوديت جديد,انبار,سند انبار,4077,1405/03/26,سند حواله مصرف ماشين آلات با شماره 4077 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,جعفري1,1405/04/07,11:24:43, ويرايش موجوديت,حسابداري,سند حسابداري,30767,1404/12/29,سند عمومي با شماره ثابت 30767 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,كاظميان3,1405/04/07,11:24:37,موجوديت جديد,خزانه داري,سند حسابداري,8248,1404/07/02,سند عمومي با شماره 8248 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,صابونيزاده1,1405/04/07,11:24:28, ويرايش موجوديت,انبار,سند انبار,7681,1405/03/28,سند رسيد خريد  با شماره 7681 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,سبزبان1,1405/04/07,11:24:00,موجوديت جديد,انبار,سند انبار,12722,1404/11/29,سند حواله مصرف ماشين آلات با شماره 12722 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,كاظميان3,1405/04/07,11:24:00,موجوديت جديد,خزانه داري,سند خزانه داري,2604,1404/07/02,سند صورت هزينه تنخواه با شماره 2604 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:23:59,موجوديت جديد,خزانه داري,سند حسابداري,8247,1404/07/01,سند عمومي با شماره 8247 ذخيره شد
,پايش مسير اقليم,1405,غلامي11,1405/04/07,11:23:57, ويرايش موجوديت,خزانه داري,سند حسابداري,59,1405/02/13,سند عمومي با شماره 59 تاييد شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:23:46,موجوديت جديد,خزانه داري,سند خزانه داري,2603,1404/07/01,سند صورت هزينه تنخواه با شماره 2603 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,سجادزنگويي1,1405/04/07,11:23:32,موجوديت جديد,انبار,سند انبار,8175,1405/03/25,سند رسيد خريد  با شماره 8175 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:23:00, ويرايش موجوديت,خزانه داري,سند حسابداري,8246,1404/07/01,سند عمومي با شماره 8246 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:22:38, ويرايش موجوديت,خزانه داري,سند حسابداري,8246,1404/07/01,سند عمومي با شماره 8246 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,رحمانيان,1405/04/07,11:22:33, ويرايش موجوديت,انبار,سند انبار,6128,1405/04/07,سند درخواست كالا از انبار با شماره 6128 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,رحمانيان,1405/04/07,11:22:09, ويرايش موجوديت,انبار,سند انبار,6127,1405/04/07,سند درخواست كالا از انبار با شماره 6127 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,احمدي1,1405/04/07,11:22:09,موجوديت جديد,انبار,سند انبار,1511,1405/02/27,سند رسيد انتقال بين انبار با شماره 1511 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:22:04,موجوديت جديد,خزانه داري,سند حسابداري,8246,1404/07/01,سند عمومي با شماره 8246 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,اكبري3,1405/04/07,11:21:55,ورود موفق,,نشست,,,
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:21:49,موجوديت جديد,خزانه داري,سند خزانه داري,2602,1404/07/01,سند صورت هزينه تنخواه با شماره 2602 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,فرامرزسليماني,1405/04/07,11:21:37, ويرايش موجوديت,انبار,سند انبار,4511,1405/03/16,سند درخواست كالا از انبار با شماره 4511 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,پرويز_هرمزي1,1405/04/07,11:21:24, ويرايش موجوديت,انبار,سند انبار,4065,1405/04/07,سند حواله مصرف ماشين آلات با شماره 4065 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,جعفري1,1405/04/07,11:20:35, ويرايش موجوديت,حسابداري,سند حسابداري,30767,1404/12/25,سند عمومي با شماره ثابت 30767 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,بهرامي1بيرجند,1405/04/07,11:20:28,موجوديت جديد,انبار,سند انبار,8174,1405/04/02,سند رسيد خريد  با شماره 8174 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,پرويز_هرمزي1,1405/04/07,11:20:21, ويرايش موجوديت,انبار,سند انبار,4050,1405/04/07,سند حواله مصرف ماشين آلات با شماره 4050 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:20:15,موجوديت جديد,خزانه داري,سند حسابداري,8245,1404/07/01,سند عمومي با شماره 8245 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,سجادزنگويي1,1405/04/07,11:20:08,موجوديت جديد,انبار,سند انبار,8173,1405/03/25,سند رسيد خريد  با شماره 8173 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:20:00,موجوديت جديد,خزانه داري,سند خزانه داري,2601,1404/07/01,سند صورت هزينه تنخواه با شماره 2601 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,علي_اماني1,1405/04/07,11:19:43,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/07,11:18:52,موجوديت جديد,انبار,سند انبار,1719,1405/03/10,سند حواله انتقال بين انبار با شماره 1719 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,صابونيزاده1,1405/04/07,11:18:43, ويرايش موجوديت,انبار,سند انبار,7683,1405/03/30,سند رسيد خريد  با شماره 7683 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,پوريامومني3,1405/04/07,11:18:24,موجوديت جديد,خزانه داري,سند حسابداري,8244,1404/07/09,سند عمومي با شماره 8244 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:18:12,موجوديت جديد,خزانه داري,سند حسابداري,8243,1404/07/01,سند عمومي با شماره 8243 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,احمدي1,1405/04/07,11:18:05,موجوديت جديد,انبار,سند انبار,6128,1405/04/07,سند درخواست كالا از انبار با شماره 6128 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,جوانمرد3,1405/04/07,11:17:55,موجوديت جديد,خزانه داري,سند خزانه داري,2600,1404/07/01,سند صورت هزينه تنخواه با شماره 2600 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,جعفري1,1405/04/07,11:17:54, ويرايش موجوديت,حسابداري,سند حسابداري,30767,1404/12/28,سند عمومي با شماره ثابت 30767 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,سبزبان1,1405/04/07,11:17:53,موجوديت جديد,انبار,سند انبار,43714,1404/11/29,سند رسيد خريد  با شماره 43714 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,پوريامومني3,1405/04/07,11:17:51,موجوديت جديد,خزانه داري,سند خزانه داري,2599,1404/07/09,سند صورت هزينه تنخواه با شماره 2599 ذخيره شد
